step,epoch,loss,grad_norm,learning_rate,entropy,mean_token_accuracy,timestamp
1125,0.5141094481891922,2.2970197677612303,0.5625,2.3236039177597584e-05,2.296488903462887,0.5457838483154773,2026-08-08T15:38:32
1130,0.5163943790700332,2.3936595916748047,0.7109375,2.32206948413226e-05,2.3942200213670732,0.5287478286772966,2026-08-08T15:39:44
1135,0.518679309950874,2.3290731430053713,0.56640625,2.3205289167211808e-05,2.2292770355939866,0.5546119518578052,2026-08-08T15:40:59
1140,0.5209642408317149,2.29009952545166,0.62890625,2.3189822243407877e-05,2.4453929513692856,0.5162692666053772,2026-08-08T15:42:17
1145,0.5232491717125557,2.2165735244750975,0.67578125,2.317429415840392e-05,2.2206282749772073,0.5525327078998089,2026-08-08T15:43:25
1150,0.5255341025933965,2.2458934783935547,0.5859375,2.3158705001042978e-05,2.284406638145447,0.5354886412620544,2026-08-08T15:44:39
1155,0.5278190334742374,2.3320560455322266,0.625,2.314305486051751e-05,2.2865936011075974,0.5380784723907709,2026-08-08T15:45:57
1160,0.5301039643550782,2.249557304382324,0.478515625,2.3127343826368903e-05,2.2546564757823946,0.5485582202672958,2026-08-08T15:47:24
1165,0.5323888952359191,2.381598472595215,0.765625,2.3111571988486916e-05,2.289047509431839,0.5308119460940361,2026-08-08T15:48:37
1170,0.53467382611676,2.395956039428711,0.68359375,2.3095739437109214e-05,2.428794150054455,0.5268232591450215,2026-08-08T15:49:57
1175,0.5369587569976009,2.139186668395996,0.5859375,2.3079846262820827e-05,2.228750689327717,0.5523395866155625,2026-08-08T15:51:18
1180,0.5392436878784417,2.2572555541992188,0.609375,2.3063892556553626e-05,2.2979975253343583,0.5456685870885849,2026-08-08T15:52:31
1185,0.5415286187592825,2.267389106750488,0.5390625,2.3047878409585827e-05,2.3510564416646957,0.5190982192754745,2026-08-08T15:53:53
1190,0.5438135496401234,2.3945905685424806,0.609375,2.303180391354144e-05,2.3063760116696357,0.5362613014876842,2026-08-08T15:55:07
1195,0.5460984805209642,2.37015380859375,0.59765625,2.3015669160389767e-05,2.319931448996067,0.5326815582811832,2026-08-08T15:56:22
1200,0.5483834114018051,2.243623733520508,0.4921875,2.2999474242444866e-05,2.2786847800016403,0.5414082735776902,2026-08-08T15:57:37
1205,0.5506683422826459,2.400637626647949,0.6328125,2.2983219252365022e-05,2.4164215505123137,0.5237972140312195,2026-08-08T15:58:49
1210,0.5529532731634869,2.3590072631835937,0.5546875,2.2966904283152224e-05,2.3367593437433243,0.5393282860517502,2026-08-08T16:00:10
1215,0.5552382040443277,2.3940805435180663,0.62109375,2.2950529428151623e-05,2.3277354151010514,0.5325232714414596,2026-08-08T16:01:22
1220,0.5575231349251685,2.3940383911132814,0.6640625,2.2934094781051007e-05,2.4337954252958296,0.5242168962955475,2026-08-08T16:02:35
1225,0.5598080658060094,2.240150260925293,0.55078125,2.291760043588026e-05,2.2809200793504716,0.5516658268868924,2026-08-08T16:04:09
1230,0.5620929966868502,2.3533754348754883,0.59765625,2.2901046487010825e-05,2.3213383823633196,0.5293208178132772,2026-08-08T16:05:21
1235,0.5643779275676911,2.315311241149902,0.6015625,2.2884433029155156e-05,2.349740260839462,0.5345905736088753,2026-08-08T16:06:34
1240,0.5666628584485319,2.2928361892700195,0.59765625,2.28677601573662e-05,2.287738558650017,0.5269541125744581,2026-08-08T16:07:47
1245,0.5689477893293727,2.4821487426757813,0.7109375,2.2851027967036827e-05,2.40810666680336,0.5233839925378561,2026-08-08T16:09:00
1250,0.5712327202102137,2.1765520095825197,0.70703125,2.2834236553899294e-05,2.189370709657669,0.5508346445858479,2026-08-08T16:09:55
1255,0.5735176510910545,2.397502326965332,0.6015625,2.2817386014024705e-05,2.3550818517804144,0.5168893404304982,2026-08-08T16:11:10
1260,0.5758025819718954,2.291762924194336,0.6796875,2.2800476443822443e-05,2.223079428076744,0.5467314444482326,2026-08-08T16:12:17
1265,0.5780875128527362,2.546920585632324,0.6484375,2.2783507940039647e-05,2.41364429295063,0.5130011819303035,2026-08-08T16:13:27
1270,0.5803724437335771,2.6598215103149414,0.8359375,2.276648059976062e-05,2.661320498585701,0.48387557864189146,2026-08-08T16:14:37
1275,0.5826573746144179,2.276363182067871,0.828125,2.2749394520406316e-05,2.265750427544117,0.5398282311856747,2026-08-08T16:15:36
1280,0.5849423054952587,2.1008819580078124,0.53515625,2.2732249799733736e-05,2.111898885667324,0.5612844653427601,2026-08-08T16:16:54
1285,0.5872272363760996,2.3954992294311523,0.5625,2.2715046535835422e-05,2.3870086133480073,0.5297978281974792,2026-08-08T16:18:07
1290,0.5895121672569404,2.198013114929199,0.69921875,2.2697784827138845e-05,2.2713379114866257,0.5512372866272927,2026-08-08T16:19:17
1295,0.5917970981377814,2.202687644958496,0.5078125,2.2680464772405877e-05,2.215639537572861,0.559740810841322,2026-08-08T16:20:34
1300,0.5940820290186222,2.4755077362060547,0.55859375,2.266308647073221e-05,2.4717962339520456,0.509933777153492,2026-08-08T16:21:47
1305,0.5963669598994631,2.0814313888549805,0.67578125,2.2645650021546793e-05,2.1714438244700434,0.5572652652859688,2026-08-08T16:22:51
1310,0.5986518907803039,2.3933618545532225,0.64453125,2.262815552461126e-05,2.3534837484359743,0.5313533253967762,2026-08-08T16:24:08
1315,0.6009368216611447,2.58300724029541,0.63671875,2.2610603080019367e-05,2.4125417679548264,0.5357350751757621,2026-08-08T16:25:17
1320,0.6032217525419856,2.1314395904541015,0.69140625,2.2592992788196406e-05,2.1747241884469988,0.564011362940073,2026-08-08T16:26:26
1325,0.6055066834228264,2.262156295776367,0.671875,2.2575324749898647e-05,2.368789330124855,0.5415876094251871,2026-08-08T16:27:38
1330,0.6077916143036673,2.053589630126953,0.62890625,2.255759906621275e-05,2.049501770734787,0.5842897817492485,2026-08-08T16:28:49
1335,0.6100765451845082,2.2812982559204102,0.6640625,2.253981583855519e-05,2.2986174702644346,0.5337302826344967,2026-08-08T16:29:57
1340,0.6123614760653491,2.4003829956054688,0.66015625,2.2521975168671677e-05,2.406292122602463,0.5277489930391311,2026-08-08T16:31:07
1345,0.6146464069461899,2.2289188385009764,0.578125,2.2504077158636566e-05,2.262676841020584,0.5509752094745636,2026-08-08T16:32:22
1350,0.6169313378270307,2.2400718688964845,0.62109375,2.2486121910852295e-05,2.2327212274074553,0.5573591463267803,2026-08-08T16:33:30
1355,0.6192162687078716,2.248782157897949,0.59375,2.246810952804877e-05,2.224459245800972,0.5565833270549774,2026-08-08T16:34:34
1360,0.6215011995887124,2.398478126525879,0.65234375,2.2450040113282806e-05,2.3380370825529098,0.5269805707037449,2026-08-08T16:35:49
1365,0.6237861304695533,2.3552770614624023,1.3984375,2.2431913769937506e-05,2.392684607207775,0.5315129667520523,2026-08-08T16:37:06
1370,0.6260710613503941,2.120962905883789,0.62890625,2.24137306017217e-05,2.1930765017867087,0.5546988375484944,2026-08-08T16:38:18
1375,0.628355992231235,2.386305809020996,0.69140625,2.2395490712669333e-05,2.3730233162641525,0.5242739424109459,2026-08-08T16:39:17
1380,0.6306409231120759,2.3010269165039063,0.5859375,2.2377194207138875e-05,2.324830228090286,0.5272449649870395,2026-08-08T16:40:32
1385,0.6329258539929167,2.4082620620727537,0.58203125,2.2358841189812723e-05,2.4551317632198333,0.5241295926272869,2026-08-08T16:41:48
1390,0.6352107848737576,2.2177099227905273,0.67578125,2.2340431765696614e-05,2.2351120203733443,0.5573790222406387,2026-08-08T16:42:58
1395,0.6374957157545984,2.1472055435180666,0.55078125,2.2321966040118995e-05,2.1590709745883943,0.5628508746623992,2026-08-08T16:44:15
1400,0.6397806466354393,2.52673454284668,0.64453125,2.230344411873045e-05,2.4462651520967484,0.518898817896843,2026-08-08T16:45:19
1405,0.6420655775162801,2.3927724838256834,0.7421875,2.2284866107503078e-05,2.398767980933189,0.5300442062318325,2026-08-08T16:46:25
1410,0.6443505083971209,2.2550344467163086,0.51953125,2.2266232112729905e-05,2.271449574828148,0.549609436839819,2026-08-08T16:47:36
1415,0.6466354392779619,2.1190107345581053,0.51171875,2.2247542241024243e-05,2.148624464869499,0.5649972580373287,2026-08-08T16:48:56
1420,0.6489203701588027,2.1141008377075194,0.76171875,2.2228796599319123e-05,2.179877458512783,0.5585032837465406,2026-08-08T16:50:00
1425,0.6512053010396436,2.623766326904297,0.67578125,2.220999529486665e-05,2.492006376385689,0.5207055419683456,2026-08-08T16:51:08
1430,0.6534902319204844,2.1488983154296877,0.60546875,2.2191138435237393e-05,2.179733657836914,0.561832657456398,2026-08-08T16:52:17
1435,0.6557751628013253,2.129101371765137,0.5703125,2.2172226128319788e-05,2.131487613916397,0.5713414818048477,2026-08-08T16:53:36
1440,0.6580600936821661,2.299432563781738,0.72265625,2.215325848231951e-05,2.2444036811590196,0.5435063518583775,2026-08-08T16:54:47
1440,0.6580600936821661,,,,,,2026-08-08T17:13:28
1440,0.6580600936821661,,,,,,2026-08-08T17:13:28
1445,0.6603450245630069,2.447531318664551,0.59765625,2.213423560575884e-05,2.3738409101963045,0.5202446892857552,2026-08-08T17:14:42
1450,0.6626299554438478,2.255965995788574,0.5859375,2.211515760747608e-05,2.263231074810028,0.5494022972881794,2026-08-08T17:15:52
1455,0.6649148863246886,2.352299118041992,0.61328125,2.2096024596624877e-05,2.3301444232463835,0.5312594521790743,2026-08-08T17:17:04
1460,0.6671998172055296,2.0703445434570313,0.57421875,2.207683668267366e-05,2.176668253540993,0.5557829648256302,2026-08-08T17:18:14
1465,0.6694847480863704,2.341213417053223,0.828125,2.2057593975404966e-05,2.2848649114370345,0.541246085613966,2026-08-08T17:19:20
1470,0.6717696789672113,2.181412124633789,0.57421875,2.2038296584914835e-05,2.250995197892189,0.5543174423277378,2026-08-08T17:20:38
1475,0.6740546098480521,2.363942337036133,0.73046875,2.2018944621612164e-05,2.33709936439991,0.5390550941228867,2026-08-08T17:21:49
1480,0.6763395407288929,2.4194057464599608,0.61328125,2.1999538196218095e-05,2.4643243491649627,0.5101742759346962,2026-08-08T17:23:09
1485,0.6786244716097338,2.491861343383789,0.59375,2.198007741976537e-05,2.4573949068784713,0.514889707043767,2026-08-08T17:24:23
1490,0.6809094024905746,2.3891597747802735,0.5625,2.19605624035977e-05,2.3643260538578033,0.5309703707695007,2026-08-08T17:25:32
1495,0.6831943333714156,2.6299711227416993,0.75,2.1940993259369118e-05,2.6095443248748778,0.5010744979605078,2026-08-08T17:26:46
